Emissor;Tipo;Numero;Titulo;Data;Link;Gabarito
PLANALTO;Parecer AGU;02;JL-02, de 16 de maio de 2020;27/05/2020;http://www.planalto.gov.br/CCIVIL_03/AGU/Pareceres/2019-2022/PRC-JL-02-2020.htm;1
PLANALTO;Emenda Constitucional;106;Emenda Constitucional nº 106, de 7.5.2020;08/05/2020;http://www.planalto.gov.br/ccivil_03/Constituicao/Emendas/Emc/emc106.htm;1
PLANALTO;Emenda Constitucional;107;Emenda Constitucional nº 107, de 2.7.2020;03/07/2020;http://www.planalto.gov.br/ccivil_03/Constituicao/Emendas/Emc/emc107.htm;1
PLANALTO;Emenda Constitucional;108;Emenda Constitucional nº 108, de 26.8.2020;27/08/2020;http://www.planalto.gov.br/ccivil_03/Constituicao/Emendas/Emc/emc108.htm;1
PLANALTO;Emenda Constitucional;109;Emenda Constitucional nº 109, de 15.3.2021;16/03/2021;http://www.planalto.gov.br/ccivil_03/Constituicao/Emendas/Emc/emc109.htm;1
PLANALTO;Emenda constitucional;113;EMENDA CONSTITUCIONAL Nº 113, DE 8 DE DEZEMBRO DE 2021;09/12/2021;http://www.planalto.gov.br/ccivil_03/Constituicao/Emendas/Emc/emc113.htm;1
PLANALTO;Emenda Constitucional;114;Emenda Constitucional nº 114, de 16.12.2021;17/12/2021;http://www.planalto.gov.br/ccivil_03/Constituicao/Emendas/Emc/emc114.htm;1
PLANALTO;Emenda Constitucional;115;Emenda Constitucional nº 115, de 10.2.2022;11/02/2022;http://www.planalto.gov.br/ccivil_03/Constituicao/Emendas/Emc/emc115.htm;1
PLANALTO;Lei complementar;169;Lei complementar nº 169, de 2 de dezembro de 2019;03/12/2019;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp169.htm;1
PLANALTO;Lei complementar;170;Lei complementar nº 170, de 19 de dezembro de 2019;19/12/2019;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp170.htm;1
PLANALTO;Lei complementar;171;Lei complementar nº 171, de 27 de dezembro de 2019;30/12/2019;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp171.htm;1
PLANALTO;Lei complementar;173;Lei complementar nº 173, de 27 de maio de 2020;28/05/2020;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp173.htm;1
PLANALTO;Lei;174;Lei Complementar nº 174, de 5.8.2020;06/08/2020;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp174.htm;1
PLANALTO;Lei complementar;175;Lei complementar nº 175, de 23 de setembroto de 2020;24/09/2020;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp175.htm;1
PLANALTO;Lei complementar;180;LEI COMPLEMENTAR Nº 180, DE 14 DE ABRIL DE 2021;15/04/2021;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp180.htm;1
PLANALTO;Lei complementar;181;LEI COMPLEMENTAR Nº 181, DE 6 DE MAIO DE 2021;07/05/2021;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp181.htm;1
PLANALTO;Lei complementar;182;LEI COMPLEMENTAR Nº 182, DE 1º DE JUNHO DE 2021;02/06/2021;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp182.htm;1
PLANALTO;Lei complementar;186;LEI COMPLEMENTAR Nº 186, DE 27 DE OUTUBRO DE 2021;28/10/2021;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp186.htm;1
PLANALTO;Lei complementar;187;LEI COMPLEMENTAR Nº 187, DE 16 DE DEZEMBRO DE 2021;17/12/2021;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp187.htm;1
PLANALTO;Lei Complementar;188;Lei Complementar nº 188, de 31.12.2021;31/12/2021;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp188.htm;0
PLANALTO;Lei complementar;190;LEI COMPLEMENTAR Nº 190, 4 DE JANEIRO DE 2022;05/01/2022;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp190.htm;1
PLANALTO;Lei complementar;192;LEI COMPLEMENTAR Nº 192, 11 DE MARÇO DE 2022;11/03/2022;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp192.htm;1
PLANALTO;Lei complementar;193;LEI COMPLEMENTAR Nº 193, DE 17 DE MARÇO DE 2022;18/03/2022;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp193.htm;0
PLANALTO;Lei complementar;194;LEI COMPLEMENTAR Nº 194, DE 23 DE JUNHO DE 2022;23/06/2022;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp194.htm;1
PLANALTO;Lei complementar;195;LEI COMPLEMENTAR Nº 195, DE 8 DE JULHO DE 2022;08/07/2022;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp195.htm;0
PLANALTO;Lei complementar;195;LEI COMPLEMENTAR Nº 195, DE 8 DE JULHO DE 2022;25/08/2022;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp196.htm;0
ANEEL;Despacho;1298;DSP - DESPACHO 1298/2020;12/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201298.pdf;0
ANEEL;Despacho;1342;DSP - DESPACHO 1342/2020;13/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201342ti.pdf;0
ANEEL;Despacho;1353;DSP - DESPACHO 1353/2020;13/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201353ti.pdf;0
ANEEL;Despacho;1354;DSP - DESPACHO 1354/2020;13/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201354ti.pdf;0
ANEEL;Despacho;1358;DSP - DESPACHO 1358/2020;19/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201358.pdf;0
ANEEL;Despacho;1360;DSP - DESPACHO 1360/2020;14/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201360ti.pdf;0
ANEEL;Despacho;1367;DSP - DESPACHO 1367/2020;14/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201367.pdf;0
ANEEL;Despacho;1368;DSP - DESPACHO 1368/2020;14/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201368.pdf;0
ANEEL;Despacho;1369;DSP - DESPACHO 1369/2020;15/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201369ti.pdf;0
ANEEL;Despacho;1370;DSP - DESPACHO 1370/2020;15/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201370ti.pdf;0
ANEEL;Despacho;1371;DSP - DESPACHO 1371/2020;15/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201371ti.pdf;0
ANEEL;Despacho;1372;DSP - DESPACHO 1372/2020;15/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201372ti.pdf;0
ANEEL;Despacho;1373;DSP - DESPACHO 1373/2020;08/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201373ti.pdf;0
ANEEL;Despacho;1408;DSP - DESPACHO 1408/2020;19/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201408ti.pdf;0
ANEEL;Despacho;1456;DSP - DESPACHO 1456/2020;22/05/2020;http://www2.aneel.gov.br/cedoc/dsp20201456ti.pdf;0
ANEEL;Despacho;1581;DSP - DESPACHO 1581/2020;02/06/2020;http://www2.aneel.gov.br/cedoc/dsp20201581ti.pdf;0
ANEEL;Despacho;1802;DSP - DESPACHO 1802/2020;22/06/2020;http://www2.aneel.gov.br/cedoc/dsp20201802ti.pdf;0
ANEEL;Despacho;1975;DSP - DESPACHO 1975/2020;03/07/2020;http://www2.aneel.gov.br/cedoc/dsp20201975ti.pdf;0
ANEEL;Despacho;2014;DSP - DESPACHO 2014/2020;08/07/2020;http://www2.aneel.gov.br/cedoc/dsp20202014.pdf;0
ANEEL;Despacho;1858;DSP - DESPACHO 1858/2021;29/06/2021;http://www2.aneel.gov.br/cedoc/dsp20211858.pdf;1
ANEEL;Extrato;sn;ECP - EXTRATO DE COMPROMISSO/2020;01/06/2020;http://www2.aneel.gov.br/cedoc/ecp2020sn106mme.pdf;0
ANEEL;Portaria;201;PRT - PORTARIA 201/2020;14/05/2020;http://www2.aneel.gov.br/cedoc/prt2020201tispde.pdf;0
ANEEL;Portaria;202;PRT - PORTARIA 202/2020;14/05/2020;http://www2.aneel.gov.br/cedoc/prt2020202tispde.pdf;0
ANEEL;Portaria;207;PRT - PORTARIA 207/2020;15/05/2020;http://www2.aneel.gov.br/cedoc/prt2020207tispde.pdf;0
ANEEL;Portaria;208;PRT - PORTARIA 208/2020;20/05/2020;http://www2.aneel.gov.br/cedoc/prt2020208tispde.pdf;0
ANEEL;Portaria;217;PRT - PORTARIA 217/2020;21/05/2020;http://www2.aneel.gov.br/cedoc/prt2020217tispde.pdf;0
ANEEL;Portaria;218;PRT - PORTARIA 218/2020;15/05/2020;http://www2.aneel.gov.br/cedoc/prt2020218mme.pdf;0
ANEEL;Portaria;221;PRT - PORTARIA 221/2020;25/05/2020;http://www2.aneel.gov.br/cedoc/prt2020221mme.pdf;0
ANEEL;Portaria;225;PRT - PORTARIA 225/2020;28/05/2020;http://www2.aneel.gov.br/cedoc/prt2020225mme.pdf;0
ANEEL;Portaria;226;PRT - PORTARIA 226/2020;28/05/2020;http://www2.aneel.gov.br/cedoc/prt2020226mme.pdf;0
ANEEL;Portaria;229;PRT - PORTARIA 229/2020;29/05/2020;http://www2.aneel.gov.br/cedoc/prt2020229mme.pdf;0
ANEEL;Portaria;244;PRT - PORTARIA 244/2020;16/06/2020;http://www2.aneel.gov.br/cedoc/prt2020244mme.pdf;0
ANEEL;Portaria;254;PRT - PORTARIA 254/2020;23/06/2020;http://www2.aneel.gov.br/cedoc/prt2020254mme.pdf;0
ANEEL;Portaria;268;PRT - PORTARIA 268/2020;01/07/2020;http://www2.aneel.gov.br/cedoc/prt2020268mme.pdf;0
ANEEL;Portaria;272;PRT - PORTARIA 272/2020;02/07/2020;http://www2.aneel.gov.br/cedoc/prt2020272mme.pdf;0
ANEEL;Portaria;275;PRT - PORTARIA 275/2020;06/07/2020;http://www2.aneel.gov.br/cedoc/prt2020275tispde.pdf;0
ANEEL;Portaria;276;PRT - PORTARIA 276/2020;03/07/2020;http://www2.aneel.gov.br/cedoc/prt2020276mme.pdf;0
ANEEL;Portaria;280;PRT - PORTARIA 280/2020;07/07/2020;http://www2.aneel.gov.br/cedoc/prt2020280mme.pdf;0
ANEEL;Portaria;6377;PRT - PORTARIA 6377/2020;12/05/2020;http://www2.aneel.gov.br/cedoc/prt20206377.pdf;0
ANEEL;Portaria;6420;PRT - PORTARIA 6420/2020;30/06/2020;http://www2.aneel.gov.br/cedoc/prt20206420.pdf;0
ANEEL;Portaria;6421;PRT - PORTARIA 6421/2020;30/06/2020;http://www2.aneel.gov.br/cedoc/prt20206421.pdf;0
ANEEL;Resolução;8803;REA - RESOLUÇÃO AUTORIZATIVA 8803/2020;12/05/2020;http://www2.aneel.gov.br/cedoc/rea20208803ti.pdf;0
ANEEL;Resolução;8804;REA - RESOLUÇÃO AUTORIZATIVA 8804/2020;12/05/2020;http://www2.aneel.gov.br/cedoc/rea20208804ti.pdf;0
ANEEL;Resolução;8899;REA - RESOLUÇÃO AUTORIZATIVA 8899/2020;02/06/2020;http://www2.aneel.gov.br/cedoc/rea20208899ti.pdf;0
ANEEL;Resolução;8926;REA - RESOLUÇÃO AUTORIZATIVA 8926/2020;02/06/2020;http://www2.aneel.gov.br/cedoc/rea20208926ti.pdf;0
ANEEL;Resolução;2685;REH - RESOLUÇÃO HOMOLOGATÓRIA 2685/2020;12/05/2020;http://www2.aneel.gov.br/cedoc/reh20202685ti.pdf;0
ANEEL;Resolução;2686;REH - RESOLUÇÃO HOMOLOGATÓRIA 2686/2020;12/05/2020;http://www2.aneel.gov.br/cedoc/reh20202686ti.pdf;0
ANEEL;Resolução;2703;REH - RESOLUÇÃO HOMOLOGATÓRIA 2703/2020;23/06/2020;http://www2.aneel.gov.br/cedoc/reh20202703ti.pdf;0
ANEEL;Resolução;2707;REH - RESOLUÇÃO HOMOLOGATÓRIA 2707/2020;25/06/2020;http://www2.aneel.gov.br/cedoc/reh20202707ti.pdf;0
ANEEL;Resolução;883;REN - RESOLUÇÃO NORMATIVA 883/2020;26/05/2020;http://www2.aneel.gov.br/cedoc/ren2020883.pdf;1
ANEEL;Resolução;884;REN - RESOLUÇÃO NORMATIVA 884/2020;09/06/2020;http://www2.aneel.gov.br/cedoc/ren2020884.pdf;1
ANEEL;Resolução;885;REN - RESOLUÇÃO NORMATIVA 885/2020;23/06/2020;http://www2.aneel.gov.br/cedoc/ren2020885.pdf;1
ANEEL;Resolução;886;REN - RESOLUÇÃO NORMATIVA 886/2020;15/06/2020;http://www2.aneel.gov.br/cedoc/ren2020886.pdf;1
ANEEL;Resolução;887;REN - RESOLUÇÃO NORMATIVA 887/2020;30/06/2020;http://www2.aneel.gov.br/cedoc/ren2020887.pdf;1
ANEEL;Resolução;888;REN - RESOLUÇÃO NORMATIVA 888/2020;30/06/2020;http://www2.aneel.gov.br/cedoc/ren2020888.pdf;1
ANEEL;Resolução;889;REN - RESOLUÇÃO NORMATIVA 889/2020;30/06/2020;http://www2.aneel.gov.br/cedoc/ren2020889.pdf;1
ANEEL;Resolução;890;REN - RESOLUÇÃO NORMATIVA 890/2020;24/07/2020;http://www2.aneel.gov.br/cedoc/ren2020890.pdf;1
ANEEL;Resolução;891;REN - RESOLUÇÃO NORMATIVA 891/2020;27/07/2020;http://www2.aneel.gov.br/cedoc/ren2020891.pdf;1
ANEEL;Resolução;892;REN - RESOLUÇÃO NORMATIVA 892/2020;24/08/2020;http://www2.aneel.gov.br/cedoc/ren2020892.pdf;1
ANEEL;Resolução;893;REN - RESOLUÇÃO NORMATIVA 893/2020;08/09/2020;http://www2.aneel.gov.br/cedoc/ren2020893.pdf;1
ANEEL;Resolução;894;REN - RESOLUÇÃO NORMATIVA 894/2020;30/09/2020;http://www2.aneel.gov.br/cedoc/ren2020894.pdf;1
ANEEL;Resolução;895;REN - RESOLUÇÃO NORMATIVA 895/2020;03/12/2020;http://www2.aneel.gov.br/cedoc/ren2020895.pdf;1
ANEEL;Resolução;896;REN - RESOLUÇÃO NORMATIVA 896/2020;20/11/2020;http://www2.aneel.gov.br/cedoc/ren2020896.pdf;1
ANEEL;Resolução;897;REN - RESOLUÇÃO NORMATIVA 897/2020;19/11/2020;http://www2.aneel.gov.br/cedoc/ren2020897.pdf;1
ANEEL;Resolução;898;REN - RESOLUÇÃO NORMATIVA 898/2020;04/12/2020;http://www2.aneel.gov.br/cedoc/ren2020898.pdf;1
ANEEL;Resolução;899;REN - RESOLUÇÃO NORMATIVA 899/2020;04/12/2020;http://www2.aneel.gov.br/cedoc/ren2020899.pdf;1
ANEEL;Resolução;900;REN - RESOLUÇÃO NORMATIVA 900/2020;11/12/2020;http://www2.aneel.gov.br/cedoc/ren2020900.pdf;1
ANEEL;Resolução;901;REN - RESOLUÇÃO NORMATIVA 901/2020;11/12/2020;http://www2.aneel.gov.br/cedoc/ren2020901.pdf;1
ANEEL;Resolução;902;REN - RESOLUÇÃO NORMATIVA 902/2020;11/12/2020;http://www2.aneel.gov.br/cedoc/ren2020902.pdf;1
ANEEL;Resolução;903;REN - RESOLUÇÃO NORMATIVA 903/2020;16/12/2020;http://www2.aneel.gov.br/cedoc/ren2020903.pdf;1
ANEEL;Resolução;904;REN - RESOLUÇÃO NORMATIVA 904/2020;18/12/2020;http://www2.aneel.gov.br/cedoc/ren2020904.pdf;1
ANEEL;Resolução;905;REN - RESOLUÇÃO NORMATIVA 905/2020;17/12/2020;http://www2.aneel.gov.br/cedoc/ren2020905.pdf;1
ANEEL;Resolução;906;REN - RESOLUÇÃO NORMATIVA 906/2020;16/12/2020;http://www2.aneel.gov.br/cedoc/ren2020906.pdf;1
ANEEL;Resolução;907;REN - RESOLUÇÃO NORMATIVA 907/2020;17/12/2020;http://www2.aneel.gov.br/cedoc/ren2020907.pdf;1
ANEEL;Resolução;908;REN - RESOLUÇÃO NORMATIVA 908/2020;21/12/2020;http://www2.aneel.gov.br/cedoc/ren2020908.pdf;1
ANEEL;Resolução;909;REN - RESOLUÇÃO NORMATIVA 909/2020;16/12/2020;http://www2.aneel.gov.br/cedoc/ren2020909.pdf;1
ANEEL;Resolução;910;REN - RESOLUÇÃO NORMATIVA 910/2020;18/12/2020;http://www2.aneel.gov.br/cedoc/ren2020910.pdf;1
ANEEL;Resolução;911;REN - RESOLUÇÃO NORMATIVA 911/2021;26/01/2021;http://www2.aneel.gov.br/cedoc/ren2020911.pdf;1
ANEEL;Resolução;912;REN - RESOLUÇÃO NORMATIVA 912/2021;08/02/2021;http://www2.aneel.gov.br/cedoc/ren2021912.pdf;1
ANEEL;Resolução;913;REN - RESOLUÇÃO NORMATIVA 913/2021;09/02/2021;http://www2.aneel.gov.br/cedoc/ren2021913.pdf;1
ANEEL;Resolução;914;REN - RESOLUÇÃO NORMATIVA 914/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021914.pdf;1
ANEEL;Resolução;915;REN - RESOLUÇÃO NORMATIVA 915/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021915.pdf;1
ANEEL;Resolução;916;REN - RESOLUÇÃO NORMATIVA 916/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021916.pdf;1
ANEEL;Resolução;917;REN - RESOLUÇÃO NORMATIVA 917/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021917.pdf;1
ANEEL;Resolução;918;REN - RESOLUÇÃO NORMATIVA 918/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021918.pdf;1
ANEEL;Resolução;919;REN - RESOLUÇÃO NORMATIVA 919/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021919.pdf;1
ANEEL;Resolução;920;REN - RESOLUÇÃO NORMATIVA 920/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021920.pdf;1
ANEEL;Resolução;921;REN - RESOLUÇÃO NORMATIVA 921/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021921.pdf;1
ANEEL;Resolução;922;REN - RESOLUÇÃO NORMATIVA 922/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021922.pdf;1
ANEEL;Resolução;923;REN - RESOLUÇÃO NORMATIVA 923/2021;01/03/2021;http://www2.aneel.gov.br/cedoc/ren2021923.pdf;1
ANEEL;Resolução;924;REN - RESOLUÇÃO NORMATIVA 924/2021;04/03/2021;http://www2.aneel.gov.br/cedoc/ren2021924.pdf;1
ANEEL;Resolução;925;REN - RESOLUÇÃO NORMATIVA 925/2021;31/03/2021;http://www2.aneel.gov.br/cedoc/ren2021925.pdf;1
ANEEL;Resolução;926;REN - RESOLUÇÃO NORMATIVA 926/2021;23/03/2021;http://www2.aneel.gov.br/cedoc/ren2021926.pdf;1
ANEEL;Resolução;927;REN - RESOLUÇÃO NORMATIVA 927/2021;23/03/2021;http://www2.aneel.gov.br/cedoc/ren2021927.pdf;1
ANEEL;Resolução;929;REN - RESOLUÇÃO NORMATIVA 929/2021;06/04/2021;http://www2.aneel.gov.br/cedoc/ren2021929.pdf;1
ANEEL;Resolução;930;REN - RESOLUÇÃO NORMATIVA 930/2021;13/04/2021;http://www2.aneel.gov.br/cedoc/ren2021930.pdf;1
ANEEL;Resolução;931;REN - RESOLUÇÃO NORMATIVA 931/2021;10/05/2021;http://www2.aneel.gov.br/cedoc/ren2021931.pdf;1
ANEEL;Resolução;932;REN - RESOLUÇÃO NORMATIVA 932/2021;07/05/2021;http://www2.aneel.gov.br/cedoc/ren2021932.pdf;1
ANEEL;Resolução;933;REN - RESOLUÇÃO NORMATIVA 933/2021;28/05/2021;http://www2.aneel.gov.br/cedoc/ren2021933.pdf;1
ANEEL;Resolução;934;REN - RESOLUÇÃO NORMATIVA 934/2021;24/05/2021;http://www2.aneel.gov.br/cedoc/ren2021934.pdf;1
ANEEL;Resolução;935;REN - RESOLUÇÃO NORMATIVA 935/2021;18/06/2021;http://www2.aneel.gov.br/cedoc/ren2021935.pdf;1
ANEEL;Resolução;936;REN - RESOLUÇÃO NORMATIVA 936/2021;22/06/2021;http://www2.aneel.gov.br/cedoc/ren2021936.pdf;1
ANEEL;Resolução;937;REN - RESOLUÇÃO NORMATIVA 937/2021;22/06/2021;http://www2.aneel.gov.br/cedoc/ren2021937.pdf;1
ANEEL;Resolução;938;REN - RESOLUÇÃO NORMATIVA 938/2021;02/07/2021;http://www2.aneel.gov.br/cedoc/ren2021938.pdf;1
ANEEL;Resolução;946;REN - RESOLUÇÃO NORMATIVA 946/2021;13/10/2021;http://www2.aneel.gov.br/cedoc/ren2021946.html;1
ANEEL;Resolução;947;REN - RESOLUÇÃO NORMATIVA 947/2021;29/10/2021;http://www2.aneel.gov.br/cedoc/ren2021947.html;1
ANEEL;Resolução;950;REN - RESOLUÇÃO NORMATIVA 950/2021;01/12/2021;http://www2.aneel.gov.br/cedoc/ren2021950.html;1
ANEEL;Resolução;955;REN - RESOLUÇÃO NORMATIVA 955/2021;03/12/2021;http://www2.aneel.gov.br/cedoc/ren2021955.html;1
ANEEL;Resolução;957;REN - RESOLUÇÃO NORMATIVA 957/2021;17/12/2021;http://www2.aneel.gov.br/cedoc/ren2021957.html;1
ANEEL;Resolução;959;REN - RESOLUÇÃO NORMATIVA 959/2021;20/12/2021;http://www2.aneel.gov.br/cedoc/ren2021959.html;1
ANEEL;Resolução;1028;REN - RESOLUÇÃO NORMATIVA 1028/2022;02/08/2022;http://www2.aneel.gov.br/cedoc/ren20221028.html;1
ANEEL;Resolução;1029;REN - RESOLUÇÃO NORMATIVA 1029/2022;02/08/2022;http://www2.aneel.gov.br/cedoc/ren20221029.html;1
ANEEL;Resolução;1041;REN - RESOLUÇÃO NORMATIVA 1041/2022;23/09/2022;http://www2.aneel.gov.br/cedoc/ren20221041.html;1
ANEEL;Resolução;1047;REN - RESOLUÇÃO NORMATIVA 1047/2022;16/11/2022;http://www2.aneel.gov.br/cedoc/ren20221047.html;1
CONAMA;Resolução;494;Resolução CONAMA Nº 494/2020;11/08/2020;http://www2.mma.gov.br/port/conama/legiabre.cfm?codlegi=745;0
CONAMA;Resolução;495;Resolução CONAMA Nº 495/2020;19/08/2020;http://www2.mma.gov.br/port/conama/legiabre.cfm?codlegi=746;1
CONAMA;Resolução;496;Resolução CONAMA Nº 496/2020;19/08/2020;http://www2.mma.gov.br/port/conama/legiabre.cfm?codlegi=747;0
CONAMA;Resolução;497;Resolução CONAMA Nº 497/2020;19/08/2020;http://www2.mma.gov.br/port/conama/legiabre.cfm?codlegi=748;1
CONAMA;Resolução;498;Resolução CONAMA Nº 498/2020;19/08/2020;http://www2.mma.gov.br/port/conama/legiabre.cfm?codlegi=749;0
CONAMA;Resolução;499;Resolução CONAMA Nº 499/2020;06/10/2020;http://www2.mma.gov.br/port/conama/legiabre.cfm?codlegi=750;1
CONAMA;Resolução;500;Resolução CONAMA Nº 500/2020;19/10/2020;http://www2.mma.gov.br/port/conama/legiabre.cfm?codlegi=751;1
ANP;Autorização;204;AUTORIZAÇÃO SIM-ANP Nº 204, DE 17 DE MARÇO DE 2023 - DOU DE 20/03/2023.;17/03/2023;https://atosoficiais.com.br/anp/autorizacao-n-204-2023?origin=instituicao;0
ANP;Autorização;214;AUTORIZAÇÃO SIM-ANP Nº 214, DE 23 DE MARÇO DE 2023 - DOU DE 24/03/2023.;23/03/2023;https://atosoficiais.com.br/anp/autorizacao-n-214-2023?origin=instituicao;0
ANP;Autorização;241;AUTORIZAÇÃO SDL-ANP Nº 241, DE 6 DE ABRIL DE 2023 - DOU DE 10-04-2023.;06/04/2023;https://atosoficiais.com.br/anp/autorizacao-n-241-2023?origin=instituicao;0
ANP;Autorização;244;AUTORIZAÇÃO SIM-ANP Nº 244, DE 6 DE ABRIL DE 2023 - DOU DE 10-04-2023.;06/04/2023;https://atosoficiais.com.br/anp/autorizacao-n-244-2023?origin=instituicao;0
ANP;Autorização;261;AUTORIZAÇÃO SIM-ANP Nº 261, DE 11 DE ABRIL DE 2023 - DOU DE 12-04-2023.;11/04/2023;https://atosoficiais.com.br/anp/autorizacao-n-261-2023?origin=instituicao;0
ANP;Autorização;269;AUTORIZAÇÃO SDL-ANP Nº 269, DE 12 DE ABRIL DE 2023 - DOU DE 13-04-2023.;12/04/2023;https://atosoficiais.com.br/anp/autorizacao-n-269-2023?origin=instituicao;0
ANP;Autorização;294;AUTORIZAÇÃO SIM-ANP Nº 294, DE 20 DE ABRIL DE 2023 - DOU DE 24-04-2023.;20/04/2023;https://atosoficiais.com.br/anp/autorizacao-n-294-2023?origin=instituicao;0
ANP;Autorização;305;AUTORIZAÇÃO SIM-ANP Nº 305, DE 26 DE ABRIL DE 2023 - DOU DE 27-04-2023.;26/04/2023;https://atosoficiais.com.br/anp/autorizacao-n-305-2023?origin=instituicao;0
ANP;Autorização;312;AUTORIZAÇÃO SIM-ANP Nº 312, DE 28 DE ABRIL DE 2023 - DOU DE 02-05-2023.;28/04/2023;https://atosoficiais.com.br/anp/autorizacao-n-312-2023?origin=instituicao;0
ANP;Autorização;322;AUTORIZAÇÃO SDL-ANP Nº 322, DE 3 DE MAIO DE 2023 - DOU DE 04-05-2023.;03/05/2023;https://atosoficiais.com.br/anp/autorizacao-n-322-2023?origin=instituicao;0
ANP;Autorização;376;AUTORIZAÇÃO SIM-ANP Nº 376, DE 22 DE MAIO DE 2023 - DOU DE 23-05-2023.;22/05/2023;https://atosoficiais.com.br/anp/autorizacao-n-376-2023?origin=instituicao;1
ANP;Autorização;400;AUTORIZAÇÃO SIM-ANP Nº 400, DE 26 DE MAIO DE 2023 - DOU DE 29-05-2023.;26/05/2023;https://atosoficiais.com.br/anp/autorizacao-n-400-2023?origin=instituicao;1
ANP;Autorização;742;AUTORIZAÇÃO SIM-ANP Nº 742, DE 25 DE SETEMBRO DE 2023 - DOU DE 26-09-2023.;25/09/2023;https://atosoficiais.com.br/anp/autorizacao-n-742-2023?origin=instituicao;0
ANP;Autorização;920;AUTORIZAÇÃO SDL-ANP Nº 920, DE 8 DE DEZEMBRO DE 2022 - DOU DE 09-12-2022.;08/12/2022;https://atosoficiais.com.br/anp/autorizacao-n-920-2022?origin=instituicao;0
ANP;Portaria ANP;86;Portaria ANP 86/2021 - ANP;20/12/2021;https://atosoficiais.com.br/anp/portaria-anp-n-86-2021?origin=instituicao;0
ANP;Portaria ANP;35;Portaria ANP 35/2021 - ANP;11/08/2021;https://atosoficiais.com.br/anp/portaria-n-35-2021?origin=instituicao;0
ANP;Resolução;843;Resolução 843/2021 - ANP;21/05/2021;https://atosoficiais.com.br/anp/resolucao-n-843-2021-altera-a-resolucao-anp-no-791-de-12-de-junho-de-2019-que-dispoe-sobre-a-individualizacao-das-metas-compulsorias-anuais-de-reducao-de-emissoes-de-gases-geradores-do-efeito-estufa-para-a-comercializacao-de-combustiveis-no-ambito-da-politica-nacional-de-biocombustiveis-renovabio-para-incluir-hipotese-de-reducao-das-metas-prevista-no-art-3o-da-resolucao-cnpe-no-8-de-18-de-agosto-de-2020?origin=instituicao;1
ANP;Resolução;844;Resolução 844/2021 - ANP;31/05/2021;https://atosoficiais.com.br/anp/resolucao-n-844-2021-altera-a-resolucao-anp-no-58-de-17-de-outubro-de-2014-para-vedar-a-venda-de-etanol-hidratado-entre-distribuidores-de-combustiveis-liquidos?origin=instituicao;1
ANP;Resolução;861;Resolução 861/2021 - ANP;10/12/2021;https://atosoficiais.com.br/anp/resolucao-n-861-2021-altera-a-resolucao-no-837-de-18-de-janeiro-de-2021-que-estabelece-o-procedimento-para-a-nominacao-de-areas-a-serem-estudadas-pela-anp-para-prever-expressamente-a-participacao-de-pessoa-juridica-estrangeira?origin=instituicao;1
